,absolutely,adapter,advertised,alright,amazing,android,anker,anti,apple,apply,armor,attractive,audio,awesome,backup,bad,basic,batteries,battery,beat,beautiful,best,better,big,bit,black,blue,bluetooth,bought,box,broke,bubbles,built,bulk,bulky,buttons,buy,cable,cables,came,capacity,car,case,cases,cell,charge,charger,chargers,charges,charging,cheap,clear,color,colors,combo,comfortable,commuter,compact,convenient,cool,cord,cost,cover,covers,customer,cute,day,deal,decent,defender,described,design,designed,device,devices,did,didn,disappointed,dock,does,doesn,don,dont,dual,durable,ear,easily,easy,effective,exactly,excellent,expected,expensive,external,extra,fake,fantastic,far,fast,favorite,feel,feels,finally,fine,fit,fits,flip,functional,galaxy,genuine,gets,gift,glare,good,got,great,grip,hands,handy,happy,hard,hate,hd,headphones,headset,heavy,high,highly,holder,holster,horrible,htc,hybrid,idea,impressed,inexpensive,install,ipad,iphone,issues,item,job,junk,just,lg,life,light,like,little,long,look,looking,looks,lot,lots,love,loved,loves,low,mah,makes,market,matte,micro,mini,mirror,mobile,money,months,motorola,mount,need,needed,needs,new,nexus,nice,note,oem,ok,okay,ordered,original,otter,otterbox,outstanding,overall,owned,pack,pay,pen,perfect,perfectly,phone,phones,pink,plantronics,plastic,plug,poor,port,portable,ports,power,powerful,premium,pretty,price,problem,problems,product,products,protect,protection,protective,protector,protectors,protects,purchase,purchased,quality,quick,quickly,quite,read,real,really,recommend,recommended,reliable,replacement,review,right,rugged,samsung,satisfied,saver,says,scratches,screen,second,series,service,set,short,simple,size,sleek,slim,slippery,small,solid,solution,sound,spigen,star,stars,strong,sturdy,style,stylish,stylus,super,sure,tablet,tech,terrible,thing,thought,time,touch,tough,travel,trent,tried,usb,use,used,useful,using,value,ve,wall,want,wanted,waste,way,white,wife,wireless,wonderful,work,worked,working,works,worth,wow,wrong,year,yes
104,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,2,0,6,6,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,43,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,2,1,0,2,11,0,0,0,0,16,1,38,0,0,0,1,2,0,0,0,0,0,1,0,1,17,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,9,0,0,3,1,0,1,0,0,0,0,0,0,0,0,5,1,8,0,0,0,0,0,2,0,0,0,1,0,0,3,9,0,0,5,0,0,7,1,0,0,2,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,1,0,0,0,0,1,0,2,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,6,2,0,0,0,0
105,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,34,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,3,0,0,0,4,0,0,5,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,5,0,4,0,0,3,0,6,1,19,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,5,2,0,0,0,1,0,0,23,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,2,1,0,0,0,0,0,0,0,0,2,0,1,1,4,0,3,0,0,0,0,0,0,0,0,0,0,1,5,0,0,7,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
106,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,9,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,43,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,2,0,0,6,1,0,0,0,0,0,0,0,2,1,1,0,0,3,0,0,1,4,0,0,1,0,21,1,31,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,1,1,0,0,0,0,3,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,7,0,1,10,1,3,0,0,3,1,2,0,0,1,0,0,1,1,0,0,2,1,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
107,1,0,1,1,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,3,9,5,2,2,2,0,0,0,0,0,0,0,0,4,0,3,1,0,0,0,0,97,2,0,0,0,1,0,1,2,0,3,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,2,1,0,0,0,0,0,0,2,1,2,0,0,1,0,0,0,0,0,7,4,0,0,0,0,1,0,2,0,3,4,1,0,18,11,0,1,6,1,1,1,0,22,0,66,2,1,0,0,2,2,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,2,5,3,0,2,4,9,2,0,19,1,1,1,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,23,5,0,2,3,0,0,0,1,0,1,2,0,1,0,10,2,6,0,1,0,2,0,3,0,0,0,0,0,4,3,18,0,0,8,0,0,2,5,1,0,2,0,1,7,0,0,1,0,0,2,2,1,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,1,8,3,0,3,0,0,0,1,0,1,3,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,3,0,0,0,0,1,2,1,0,0,1,0,0,4,1,0,0,0,0
108,1,0,1,0,3,0,0,0,0,0,0,1,1,11,0,2,2,0,0,0,8,13,2,0,1,1,1,0,1,0,1,0,0,0,1,0,3,0,0,0,0,0,191,8,0,1,0,1,0,0,5,0,31,1,0,1,0,0,0,4,1,1,7,0,1,9,0,0,1,0,2,3,0,0,0,0,0,0,0,4,1,0,1,0,2,0,0,2,0,6,12,6,0,0,1,0,1,1,2,3,5,5,1,1,39,21,0,1,17,0,0,1,0,43,1,98,0,0,0,4,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,9,0,0,2,6,5,0,3,8,6,0,0,60,2,8,2,0,0,0,0,0,0,0,1,3,1,0,0,0,1,0,0,0,64,18,0,4,5,4,0,0,1,0,1,1,1,0,0,30,4,7,0,7,0,1,0,1,1,0,0,0,0,1,12,17,0,1,14,0,3,7,5,1,0,1,2,0,9,0,1,2,0,1,5,2,2,0,0,1,2,0,10,4,0,0,1,2,0,0,2,0,0,1,0,3,22,5,2,1,0,0,0,0,1,0,1,2,1,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,3,2,0,0,1,0,1,1,6,0,2,1,0,0,4,3,2,2,0,0
109,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,19,0,0,0,0,0,0,3,0,1,3,2,0,0,0,0,1,0,0,1,2,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,1,0,10,0,13,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,1,0,0,0,3,2,0,1,0,0,0,0,16,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0
110,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,2,0,0,0,0,0,0,1,5,0,1,2,4,0,0,0,0,0,0,0,1,0,11,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,7,0,20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,4,0,0,1,3,2,0,0,0,0,1,12,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,1,0,1,0,5,0,0,2,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,4,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,4,2,2,17,2,0,0,1,0
111,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,3,0,1,2,0,0,2,0,2,3,0,1,0,0,0,0,0,1,0,0,4,0,1,1,0,1,0,0,3,0,0,0,3,0,0,0,0,1,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,1,19,2,22,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4,0,3,1,0,4,0,0,1,5,0,0,1,0,2,0,0,19,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,5,2,0,0,0,0,0,0,0,1,0,0,4,1,5,0,0,0,0,0,2,0,0,0,0,0,0,0,4,1,0,6,0,0,0,2,27,9,2,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,1,0,7,0,1,0,0,0
112,0,0,1,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,3,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,4,4,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,3,0,21,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0,0,0,3,2,1,0,0,3,0,0,1,2,1,0,0,1,1,0,0,6,1,0,0,0,0,1,0,0,0,0,0,1,1,0,21,0,0,1,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,5,1,7,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,5,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,3,0,0,1,1,3,1,1,0,0,0,1,1,0,0,3,1,1,0,0,0,0,0,0,5,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,3,0,15,1,1,0,0,1
113,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,4,2,3,1,0,0,0,0,4,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,2,7,4,0,1,8,0,0,0,0,28,0,27,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,5,0,0,0,0,2,0,0,0,5,0,0,4,6,0,0,0,0,0,0,0,0,2,0,5,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,8,1,0,1,0,22,4,1,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,5,0,1,0,2,23,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,10,2,0,2,0,0
114,0,0,1,1,2,0,0,1,1,3,0,0,0,2,0,2,2,0,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,1,7,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,3,16,2,23,0,0,0,0,2,0,1,0,0,0,2,0,0,0,1,0,0,0,0,1,4,0,2,0,0,3,0,2,0,0,0,2,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,17,8,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,6,3,0,0,0,0
115,0,0,2,2,2,0,0,6,0,5,0,0,0,8,0,3,3,0,0,3,0,4,4,0,0,0,0,0,0,0,0,1,1,0,0,0,9,0,0,0,0,0,1,0,1,0,0,0,0,0,4,14,0,0,0,0,0,0,0,1,0,2,5,4,0,0,0,5,3,0,1,0,0,0,0,0,1,0,0,5,3,1,0,0,0,0,0,8,1,1,5,0,1,0,0,0,3,1,2,1,0,0,0,4,10,3,0,1,9,0,2,1,4,43,3,72,0,0,1,3,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,4,0,0,0,4,7,0,0,0,0,0,7,4,0,1,1,1,0,0,18,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,2,1,1,0,22,0,0,17,7,0,0,0,0,0,0,0,1,3,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,30,0,2,7,0,43,22,1,1,1,15,1,0,1,1,0,3,1,0,1,2,2,0,0,10,2,1,1,3,61,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,12,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3,1,0,0,3,2,0,0,1,1,0,0,0,0,3,9,3,0,11,4,1,0,0,1
116,0,0,2,0,2,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,13,3,1,1,2,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,1,0,1,2,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,2,0,6,0,0,0,0,0,2,3,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,20,0,28,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,9,0,0,0,0,11,2,0,0,0,0,4,0,0,0,5,0,1,0,0,0,0,0,4,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,7,2,14,1,0,2,2,1,0,0,0,0,0,0,0,0,7,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,8,0,0,0,0,0,1,0,0,0,6,0,0,0,0,1,3,0,1,0,1,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,63,0,0,1,0,0,0,1,3,0,0,0,0,1,0,6,7,2,0,1,2,0,1,0,1,0,0,1,0,1,1,0,1,13,3,1,0,0,0
117,1,0,4,1,11,0,0,13,0,13,27,0,0,26,0,6,1,0,0,1,1,40,11,1,1,0,0,0,3,0,0,7,0,0,0,0,8,0,0,1,0,0,3,1,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,4,0,0,5,5,7,0,0,2,2,2,3,0,0,0,0,1,0,3,0,12,6,5,2,0,4,0,2,37,0,1,15,9,1,0,1,1,5,8,1,1,1,3,0,3,12,8,0,0,0,0,0,2,16,80,6,147,0,1,0,3,1,0,4,0,0,1,6,1,0,0,1,0,0,0,0,2,10,0,42,0,3,6,1,13,0,0,0,8,6,1,4,0,6,0,1,21,1,2,2,0,3,1,11,0,0,0,1,3,0,0,0,3,0,2,1,0,20,0,0,13,2,1,0,1,4,2,1,0,1,1,0,20,4,5,0,0,0,1,0,1,0,0,0,0,0,2,5,23,1,1,72,3,2,14,1,84,19,4,2,0,20,0,0,3,2,0,6,0,1,0,0,2,2,0,0,2,2,2,1,116,1,0,7,1,0,2,2,0,0,0,0,2,0,0,0,0,5,1,0,0,0,0,0,1,0,29,2,1,0,4,3,0,0,0,1,0,6,8,0,0,6,3,0,0,0,1,4,0,1,0,3,6,3,0,33,6,1,4,0,1
118,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,2,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,6,1,24,0,0,0,1,0,0,0,8,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,2,7,1,2,1,2,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,1,0,0,0,0,0,2,0,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3,0,0,8,1,0,0,0,0
119,0,0,1,0,1,0,0,0,0,0,3,0,0,1,0,3,0,0,0,0,0,6,3,0,0,3,0,0,0,1,3,0,0,0,1,0,3,0,0,0,0,0,45,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,1,0,1,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,2,0,0,0,0,16,1,27,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,1,1,0,12,0,0,1,1,2,0,1,0,0,0,0,0,0,0,2,0,11,0,0,0,1,0,1,0,0,0,0,0,0,3,6,0,1,9,0,0,2,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,2,3,0,0,0,0,0,0,0,0,1,1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,0,1,0,0
120,0,0,0,0,0,0,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,45,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,2,0,2,0,0,2,8,4,0,0,0,0,0,1,0,19,0,25,1,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,1,1,4,0,0,2,2,1,0,0,1,3,0,0,3,0,4,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,0,3,0,0,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,4,0,0,1,0,0,2,1,0,1,0,1
121,0,0,0,1,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,1,0,0,5,0,0,6,0,7,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,8,1,22,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,1,0,0,0,1,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,3,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,1,0,1,0
122,0,0,1,0,3,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,1,23,7,3,2,0,0,0,2,12,1,0,0,2,14,0,5,0,0,0,0,0,119,0,0,1,0,0,0,0,0,0,3,3,0,0,2,0,0,1,0,1,4,1,0,0,1,1,3,27,0,2,0,0,0,1,0,2,0,9,2,5,0,0,8,1,2,3,0,0,7,3,0,0,0,3,4,5,1,0,1,0,1,0,7,1,0,2,0,2,3,3,1,28,2,82,0,0,0,2,1,0,0,0,0,2,3,2,0,2,0,0,0,0,1,0,1,0,56,2,0,2,0,5,0,2,0,2,5,0,0,2,0,1,1,28,0,3,0,0,0,1,0,0,0,0,0,1,2,0,0,2,0,1,1,0,14,0,0,4,0,0,0,13,60,2,0,0,0,0,0,12,0,12,0,0,0,0,1,1,3,0,0,0,0,0,2,10,0,0,12,0,1,40,4,5,1,4,0,1,7,0,0,0,0,2,3,3,0,1,0,3,0,0,0,1,0,2,0,5,1,11,1,0,0,1,0,1,0,0,0,4,0,0,0,1,2,2,4,1,0,0,0,2,0,0,0,2,0,1,1,3,0,0,0,0,2,2,0,0,2,0,0,1,0,1,1,0,1,0,3,1,1,0,9,3,0,3,0,1
123,0,2,3,0,0,5,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,1,0,0,6,0,0,0,6,0,0,0,0,0,2,3,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,1,0,1,0,0,7,0,20,0,0,2,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,2,0,0,3,4,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,2,0,2,0,2,2,0,0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,0,0,6,0,0,9,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,4,2,0,20,0,0,0,0,1
124,0,2,1,0,0,1,1,0,4,0,0,0,0,2,0,0,0,0,0,0,0,4,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,3,35,2,7,3,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,2,3,0,1,3,0,0,1,0,3,1,0,0,10,0,0,0,1,0,0,6,2,0,0,1,0,0,3,1,0,2,0,0,3,0,0,0,0,3,0,0,0,0,10,0,29,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,7,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,5,9,1,1,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,1,2,1,0,13,1,0,0,1,0,0,3,1,0,0,0,0,0,0,2,1,6,0,0,0,0,0,2,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,3,1,0,7,0,0,11,1,1,1,0,1,1,8,0,0,1,0,0,1,0,0,5,1,1,24,0,0,0,0,0
